Title,Publish date,Category,Associated project name,Link to item,Type,Link to project page,Year,Project Status,pdf_url,local_path,status
Rio Tinto and Sumitomo - Yarwun Hydrogen Calcination Demonstration Program - Technology & Market Report,2/09/2025,Hydrogen energy,Yarwun Hydrogen Calcination Pilot Demonstration Program,https://arena.gov.au/knowledge-bank/rio-tinto-and-sumitomo-yarwun-hydrogen-calcination-demonstration-program-technology-market-report/,Reports,https://arena.gov.au/projects/yarwun-hydrogen-calcination-pilot-demonstration-program/,2023,Current,https://arena.gov.au/assets/2025/09/Rio-Tinto-and-Sumitomo-Yarwun-Hydrogen-Calcination-Demonstration-program-Technology-and-Market-Report.pdf,pdfs/Reports/Rio_Tinto_and_Sumitomo_-_Yarwun_Hydrogen_Calcination_Demonstration_Program_-_Technology_&_Market_Report_889671.pdf,downloaded
Kennedy Energy Park - Operations Report 1,1/09/2025,Hybrid technologies,Kennedy Energy Park,https://arena.gov.au/knowledge-bank/kennedy-energy-park-operations-report-1/,Reports,https://arena.gov.au/projects/kennedy-energy-park/,2017,Current,https://arena.gov.au/assets/2025/09/Kennedy-Energy-Park-Kennedy-Energy-Park-Operations-Report-1-May-2024-April-2025.pdf,pdfs/Reports/Kennedy_Energy_Park_-_Operations_Report_1_426a6b.pdf,downloaded
5B ' Scaling Manufacturing and Accelerating Maverick Solution Development - Lessons Learnt Report 1,1/09/2025,"Large-scale solar, Solar energy",5B - Scaling Manufacturing and Accelerating Maverick Solution Development,https://arena.gov.au/knowledge-bank/5b-scaling-manufacturing-and-accelerating-maverick-solution-development-lessons-learnt-report-1/,"Reports, Lessons",https://arena.gov.au/projects/5b-scaling-manufacturing-and-accelerating-maverick-solution-development/,2024,Current,https://arena.gov.au/assets/2025/09/5B-–-Scaling-Manufacturing-and-Accelerating-Maverick-Solution-Development-Lessons-Learnt-Report-1.pdf,pdfs/Reports_Lessons/5B_'_Scaling_Manufacturing_and_Accelerating_Maverick_Solution_Development_-_Lessons_Learnt_Report_1_912d21.pdf,downloaded
George Weston Foods ' Feasibility Study into Onsite Thermal Systems - Study Report,1/09/2025,Renewables for industry,George Weston Foods - Feasibility Study into Onsite Thermal Systems,https://arena.gov.au/knowledge-bank/george-weston-foods-feasibility-study-into-onsite-thermal-systems-study-report/,Reports,https://arena.gov.au/projects/george-weston-foods-feasibility-study-into-onsite-thermal-systems/,2024,Past,https://arena.gov.au/assets/2025/09/George-Weston-Foods-–-Feasibility-Study-into-Onsite-Thermal-Systems-Study-Report.pdf,pdfs/Reports/George_Weston_Foods_'_Feasibility_Study_into_Onsite_Thermal_Systems_-_Study_Report_87f03e.pdf,downloaded
EVX - ChargeKonnect Kerbside EV Charging Project - Lessons Learnt Report 1,1/09/2025,Electric vehicles,EVX - ChargeKonnect Kerbside EV Charging Project,https://arena.gov.au/knowledge-bank/evx-chargekonnect-kerbside-ev-charging-project-lessons-learnt-report-1/,"Reports, Lessons",https://arena.gov.au/projects/evx-chargekonnect-kerbside-ev-charging-project/,2025,Current,https://arena.gov.au/assets/2025/09/EVX-ChargeKonnect-Kerbside-EV-Charging-Project-Lessons-Learnt-Report-1.pdf,pdfs/Reports_Lessons/EVX_-_ChargeKonnect_Kerbside_EV_Charging_Project_-_Lessons_Learnt_Report_1_26464a.pdf,downloaded
Fortescue - Scale up of Next Gen CSIRO Axial Flow Electrolyser for Green Hydrogen - Core research interim report,21/08/2025,Hydrogen energy,Scale up & demonstration of next-generation CSIRO axial flow electrolyser,https://arena.gov.au/knowledge-bank/fortescue-scale-up-of-next-gen-csiro-axial-flow-electrolyser-for-green-hydrogen-core-research-interim-report/,Reports,https://arena.gov.au/projects/scale-up-and-demonstration-of-next-generation-csiro-axial-flow-electrolyser-for-green-hydrogen-production/,2024,Current,https://arena.gov.au/assets/2025/08/Fortescue-Scale-up-of-Next-Gen-CSIRO-Axial-Flow-Electrolyser-for-Green-Hydrogen-Core-research-interim-report.pdf,pdfs/Reports/Fortescue_-_Scale_up_of_Next_Gen_CSIRO_Axial_Flow_Electrolyser_for_Green_Hydrogen_-_Core_research_interim_report_a7364b.pdf,downloaded
Alice Springs Future Grid Final Report,20/08/2025,"Solar energy, Solar PV R&amp;D",Alice Springs Future Grid Project,https://arena.gov.au/knowledge-bank/alice-springs-future-grid-final-report/,Reports,https://arena.gov.au/projects/alice-springs-future-grid-project/,2020,Past,https://arena.gov.au/assets/2025/08/Desert-Knowledge-Research-Institute_Alice-Spr.pdf,pdfs/Reports/Alice_Springs_Future_Grid_Final_Report_a2cb62.pdf,downloaded
Lessons learned from renewable hydrogen projects,15/08/2025,Hydrogen energy,,https://arena.gov.au/knowledge-bank/lessons-learned-from-renewable-hydrogen-projects/,Reports,,,,https://arena.gov.au/assets/2025/08/Orica-Hunter-Valley-Hydrogen-Hub-Phase-2-Knowledge-Sharing-Report.pdf,pdfs/Reports/Lessons_learned_from_renewable_hydrogen_projects_e214c3.pdf,downloaded
5B ' Scaling Manufacturing and Accelerating Maverick Solution Development - Commercialisation Report,15/08/2025,"Large-scale solar, Solar energy",5B - Scaling Manufacturing and Accelerating Maverick Solution Development,https://arena.gov.au/knowledge-bank/5b-scaling-manufacturing-and-accelerating-maverick-solution-development-commercialisation-report/,Reports,https://arena.gov.au/projects/5b-scaling-manufacturing-and-accelerating-maverick-solution-development/,2024,Current,https://arena.gov.au/assets/2025/08/5B-–-Scaling-Manufacturing-and-Accelerating-Maverick-Solution-Development-Commercialisation-Report.pdf,pdfs/Reports/5B_'_Scaling_Manufacturing_and_Accelerating_Maverick_Solution_Development_-_Commercialisation_Report_d59c71.pdf,downloaded
Edify - Green Hydrogen Project - Final Report,15/08/2025,Hydrogen energy,Edify - Green Hydrogen Project,https://arena.gov.au/knowledge-bank/edify-green-hydrogen-project-final-report/,Reports,https://arena.gov.au/projects/edify-green-hydrogen-project/,2024,Past,https://arena.gov.au/assets/2025/08/Edify-Green-Hydrogen-Project-Final-Report.pdf,pdfs/Reports/Edify_-_Green_Hydrogen_Project_-_Final_Report_c3fa6c.pdf,downloaded
Linfox - Heavy Truck Electrification Project - Lessons Learnt Report 1,15/08/2025,Electric vehicles,Linfox - Heavy Truck Electrification Project,https://arena.gov.au/knowledge-bank/linfox-heavy-truck-electrification-project-lessons-learnt-report-1/,"Reports, Lessons",https://arena.gov.au/projects/linfox-heavy-truck-electrification-project/,2024,Current,https://arena.gov.au/assets/2025/08/Linfox-Heavy-Truck-Electrification-Project-Lessons-Learnt-Report-1.pdf,pdfs/Reports_Lessons/Linfox_-_Heavy_Truck_Electrification_Project_-_Lessons_Learnt_Report_1_137897.pdf,downloaded
UoN - Electric Smelting of Australian Hematite-Goethite Hydrogen DRI - Core Research Interim Report,14/08/2025,Renewables for industry,"The University of Newcastle, electric smelting of hematite-goethite hydrogen DRI",https://arena.gov.au/knowledge-bank/uon-electric-smelting-of-australian-hematite-goethite-hydrogen-dri-core-research-interim-report/,Reports,https://arena.gov.au/projects/the-university-of-newcastle-electric-smelting-of-australian-hematite-goethite-hydrogen/,2024,Current,https://arena.gov.au/assets/2025/08/UoN-Electric-Smelting-of-Australian-Hematite-Goethite-Hydrogen-DRI-Core-Research-Interim-Report.pdf,pdfs/Reports/UoN_-_Electric_Smelting_of_Australian_Hematite-Goethite_Hydrogen_DRI_-_Core_Research_Interim_Report_fe35b7.pdf,downloaded
Hydro Tasmania Community Batteries Project - Lessons Learnt Report 1,13/08/2025,Battery storage,Hydro Tasmania Community Batteries Project,https://arena.gov.au/knowledge-bank/hydro-tasmania-community-batteries-project-lessons-learnt-report-1/,Lessons,https://arena.gov.au/projects/hydro-tasmania-community-batteries-project/,2024,Current,https://arena.gov.au/assets/2025/08/Hydro-Tasmania-Community-Batteries-Project-Lessons-Learnt-Report-1.pdf,pdfs/Lessons/Hydro_Tasmania_Community_Batteries_Project_-_Lessons_Learnt_Report_1_14dd1a.pdf,downloaded
CAPA Intelligence ' Cyber Risk Study - The Growing Cybersecurity Imperative for CER,12/08/2025,Distributed energy resources,CAPA Intelligence – Cyber Risk Study,https://arena.gov.au/knowledge-bank/capa-intelligence-cyber-risk-study-the-growing-cybersecurity-imperative-for-cer/,Reports,https://arena.gov.au/projects/capa-intelligence-cyber-risk-study/,2024,Past,https://arena.gov.au/assets/2025/08/CAPA-Intelligence-–-Cyber-Risk-Study-The-Growing-Cybersecurity-Imperative-for-CER.pdf,pdfs/Reports/CAPA_Intelligence_'_Cyber_Risk_Study_-_The_Growing_Cybersecurity_Imperative_for_CER_cd66cd.pdf,downloaded
AEMO ' CER Data Exchange Industry Co-Design - Attachment C: Implementation Plan,11/08/2025,Distributed energy resources,AEMO – CER Data Exchange Industry Co-Design,https://arena.gov.au/knowledge-bank/aemo-cer-data-exchange-industry-co-design-attachment-c-implementation-plan/,Reports,https://arena.gov.au/projects/aemo-cer-data-exchange-industry-co-design/,2024,Past,https://arena.gov.au/assets/2025/08/AEMO-CER-Data-Exchange-Industry-Co-Design-Attachment-C-Implementation-Plan.pdf,pdfs/Reports/AEMO_'_CER_Data_Exchange_Industry_Co-Design_-_Attachment_C__Implementation_Plan_633933.pdf,downloaded
AEMO ' CER Data Exchange Industry Co-Design - Attachment A: High-Level Design,11/08/2025,Distributed energy resources,AEMO – CER Data Exchange Industry Co-Design,https://arena.gov.au/knowledge-bank/aemo-cer-data-exchange-industry-co-design-attachment-a-high-level-design/,Reports,https://arena.gov.au/projects/aemo-cer-data-exchange-industry-co-design/,2024,Past,https://arena.gov.au/assets/2025/08/AEMO-–-CER-Data-Exchange-Industry-Co-Design-Attachment-A-High-Level-Design.pdf,pdfs/Reports/AEMO_'_CER_Data_Exchange_Industry_Co-Design_-_Attachment_A__High-Level_Design_f55186.pdf,downloaded
AEMO ' CER Data Exchange Industry Co-Design ' Co-Design Summary,11/08/2025,Distributed energy resources,AEMO – CER Data Exchange Industry Co-Design,https://arena.gov.au/knowledge-bank/aemo-cer-data-exchange-industry-co-design-co-design-summary/,Reports,https://arena.gov.au/projects/aemo-cer-data-exchange-industry-co-design/,2024,Past,https://arena.gov.au/assets/2025/08/AEMO-–-CER-Data-Exchange-Industry-Co-Design-–-Co-Design-Summary.pdf,pdfs/Reports/AEMO_'_CER_Data_Exchange_Industry_Co-Design_'_Co-Design_Summary_639bd7.pdf,downloaded
Jemena Gas Network - Malabar Biomethane Injection Project - Commissioning Report,11/08/2025,Bioenergy / Energy from waste,Malabar Biomethane Injection Project,https://arena.gov.au/knowledge-bank/jemena-gas-network-malabar-biomethane-injection-project-commissioning-report/,Reports,https://arena.gov.au/projects/malabar-biomethane-injection-project/,2020,Past,https://arena.gov.au/assets/2025/08/Jemena-Gas-Network-Malabar-Biomethane-Injection-Project-Commissioning-Report.pdf,pdfs/Reports/Jemena_Gas_Network_-_Malabar_Biomethane_Injection_Project_-_Commissioning_Report_444aa2.pdf,downloaded
Wyndham City Council - Local Council BEV Integration Project - Lessons Learnt Report 2,8/08/2025,Electric vehicles,Wyndham City Council – Local Council BEV Integration Project,https://arena.gov.au/knowledge-bank/wyndham-city-council-local-council-bev-integration-project-lessons-learnt-report-2/,"Reports, Lessons",https://arena.gov.au/projects/wyndham-city-council-local-council-bev-integration-project/,2024,Current,https://arena.gov.au/assets/2025/08/Wyndham-City-Council-Local-Council-BEV-Integration-Project-Lessons-Learnt-Report-2.pdf,pdfs/Reports_Lessons/Wyndham_City_Council_-_Local_Council_BEV_Integration_Project_-_Lessons_Learnt_Report_2_007632.pdf,downloaded
Brighte ' Electrify 2515 Community Pilot - Lessons Learnt Report 2,5/08/2025,Demand response,Brighte - Electrify 2515 Community Pilot,https://arena.gov.au/knowledge-bank/brighte-electrify-2515-community-pilot-lessons-learnt-report-2/,"Reports, Lessons",https://arena.gov.au/projects/electrify-2515-brighte-research-testbed-of-community-electrification-at-scale/,2024,Current,https://arena.gov.au/assets/2025/08/Brighte-–-Electrify-2515-Community-Pilot.pdf,pdfs/Reports_Lessons/Brighte_'_Electrify_2515_Community_Pilot_-_Lessons_Learnt_Report_2_e12229.pdf,downloaded
Brighte ' Electrify 2515 Community Pilot - Customer Insights Report 1,5/08/2025,Demand response,Brighte - Electrify 2515 Community Pilot,https://arena.gov.au/knowledge-bank/brighte-electrify-2515-community-pilot-customer-insights-report-1/,Reports,https://arena.gov.au/projects/electrify-2515-brighte-research-testbed-of-community-electrification-at-scale/,2024,Current,https://arena.gov.au/assets/2025/08/Brighte-Electrify-2515-Community-Pilot-Customer-Insights-Report-1-Aug25.pdf,pdfs/Reports/Brighte_'_Electrify_2515_Community_Pilot_-_Customer_Insights_Report_1_aedeb7.pdf,downloaded
Project Jupiter - Lessons Learnt Report 1,5/08/2025,Distributed energy resources,Project Jupiter,https://arena.gov.au/knowledge-bank/project-jupiter-lessons-learnt-report-1/,"Reports, Lessons",https://arena.gov.au/projects/project-jupiter/,2025,Current,https://arena.gov.au/assets/2025/08/Project-Jupiter-Lessons-Learnt-Report-1.pdf,pdfs/Reports_Lessons/Project_Jupiter_-_Lessons_Learnt_Report_1_75a212.pdf,downloaded
Project Jupiter - National Alignment Report,5/08/2025,Distributed energy resources,Project Jupiter,https://arena.gov.au/knowledge-bank/project-jupiter-national-alignment-report/,Reports,https://arena.gov.au/projects/project-jupiter/,2025,Current,https://arena.gov.au/assets/2025/08/Western-Power_Project-Jupiter_National-Alignment-Report.pdf,pdfs/Reports/Project_Jupiter_-_National_Alignment_Report_7e159a.pdf,downloaded
Project Jupiter - Vision and Impact Pathway Report,5/08/2025,Distributed energy resources,Project Jupiter,https://arena.gov.au/knowledge-bank/project-jupiter-vision-and-impact-pathway-report/,Reports,https://arena.gov.au/projects/project-jupiter/,2025,Current,https://arena.gov.au/assets/2025/08/Western-Power-Project-Jupiter-Vision-and-Impact-Pathway-Report-v2.pdf,pdfs/Reports/Project_Jupiter_-_Vision_and_Impact_Pathway_Report_55a769.pdf,downloaded
Grid Forming Battery Webinar 23 July 2025,1/08/2025,System security and reliability,,https://arena.gov.au/knowledge-bank/grid-forming-battery-webinar-2025/,Insights,,,,https://arena.gov.au/assets/2025/08/GFM_Webinar_Slides_full.pdf,pdfs/Insights/Grid_Forming_Battery_Webinar_23_July_2025_78ba6d.pdf,downloaded
Jet Zero - Project Ulysses - Proof of Concept LCA Public Summary,1/08/2025,Bioenergy / Energy from waste,Jet Zero Australia - FEED Study for Project Ulysses ATJ SAF Plant,https://arena.gov.au/knowledge-bank/jet-zero-project-ulysses-proof-of-concept-lca-public-summary/,Reports,https://arena.gov.au/projects/jet-zero-australia-feed-study-for-project-ulysses/,2024,Past,https://arena.gov.au/assets/2025/08/Jet-Zero-Project-Ulysses-Proof-of-Concept-LCA-Public-Summary.pdf,pdfs/Reports/Jet_Zero_-_Project_Ulysses_-_Proof_of_Concept_LCA_Public_Summary_8b6ee3.pdf,downloaded
United Energy Low Voltage Battery Trial - Final Report,1/08/2025,Battery storage,United Energy Low Voltage Battery Trial,https://arena.gov.au/knowledge-bank/united-energy-low-voltage-battery-trial-final-report/,Reports,https://arena.gov.au/projects/united-energy-low-voltage-battery-trial/,2021,Past,https://arena.gov.au/assets/2025/07/United-Energy-Low-Voltage-Battery-Trial-Knowledge-Sharing-Report-Final-260625.pdf,pdfs/Reports/United_Energy_Low_Voltage_Battery_Trial_-_Final_Report_ff2f5d.pdf,downloaded
Hardwick Meatworks Heat Pump Installation and Power Upgrade Demonstration - Final Report,1/08/2025,Renewables for industry,,https://arena.gov.au/knowledge-bank/hardwick-meatworks-heat-pump-installation-and-power-upgrade-demonstration-final-report/,Reports,,,,https://arena.gov.au/assets/2025/08/Hardwick-Meatworks-Heat-Pump-Installation-and-Power-Upgrade-Demonstration-Final-Report.pdf,pdfs/Reports/Hardwick_Meatworks_Heat_Pump_Installation_and_Power_Upgrade_Demonstration_-_Final_Report_4927a2.pdf,downloaded
Yuri Renewable Hydrogen to Ammonia Project - Project Technology & Market Report,30/07/2025,"Battery storage, Hydrogen energy, Large-scale solar",Yuri Renewable Hydrogen to Ammonia Project,https://arena.gov.au/knowledge-bank/yuri-renewable-hydrogen-to-ammonia-project-project-technology-market-report/,Reports,https://arena.gov.au/projects/yuri-renewable-hydrogen-to-ammonia-project/,2022,Current,https://arena.gov.au/assets/2025/07/Yuri-Technology-Market-Report-Rev-0-Public.pdf,pdfs/Reports/Yuri_Renewable_Hydrogen_to_Ammonia_Project_-_Project_Technology_&_Market_Report_119749.pdf,downloaded
Viva Energy SAF Infrastructure Solutions for the Future - Market context and opportunity report,30/07/2025,Bioenergy / Energy from waste,Viva Energy SAF Infrastructure Solutions for the Future,https://arena.gov.au/knowledge-bank/viva-energy-saf-infrastructure-solutions-for-the-future-market-context-and-opportunity-report/,Reports,https://arena.gov.au/projects/viva-energy-saf-infrastructure-solutions-for-the-future/,2025,Current,https://arena.gov.au/assets/2025/07/Viva-Energy-SAF-Infrastructure-Solutions-for-the-Future-Market-context-and-opportunity-report.pdf,pdfs/Reports/Viva_Energy_SAF_Infrastructure_Solutions_for_the_Future_-_Market_context_and_opportunity_report_23bba0.pdf,downloaded
ATCO - Scale H2 Feasibility Study - Final Report,29/07/2025,Hydrogen energy,ATCO - Scale H2 Feasibility Study,https://arena.gov.au/knowledge-bank/atco-scale-h2-feasibility-study-final-report/,Reports,https://arena.gov.au/projects/atco-scale-h2-feasibility-study/,2023,Current,https://arena.gov.au/assets/2025/07/ATCO_ScaleH2-Feasibility-Study_Final-Feasibility-Summary-Report.pdf,pdfs/Reports/ATCO_-_Scale_H2_Feasibility_Study_-_Final_Report_479e84.pdf,downloaded
